number,Date,Value
965,5/4/2019,5657.14
966,5/5/2019,5771.08
967,5/6/2019,5717.66
968,5/7/2019,5684.47
969,5/8/2019,5755.72
970,5/9/2019,5936.72
971,5/10/2019,6146.91
972,5/11/2019,6348.02
973,5/12/2019,7248.31
974,5/13/2019,6978.63
975,5/14/2019,7823.11
976,5/15/2019,7992.69
977,5/16/2019,8206.9
978,5/17/2019,7885.96
979,5/18/2019,7362.22
980,5/19/2019,7265.05
981,5/20/2019,8193.7
982,5/21/2019,8007.03
983,5/22/2019,7952.5
984,5/23/2019,7625.93
985,5/24/2019,7880.29
986,5/25/2019,8003.26
987,5/26/2019,8071.45
988,5/27/2019,8744.42
989,5/28/2019,8770.06
990,5/29/2019,8719.88
991,5/30/2019,8662.98
992,5/31/2019,8272.46
993,6/1/2019,8553.81
994,6/2/2019,8554.8
995,6/3/2019,8739.03
996,6/4/2019,8134.92
997,6/5/2019,7675.8
998,6/6/2019,7786.04
999,6/7/2019,7803.23
1000,6/8/2019,7998.29
1001,6/9/2019,7931.34
1002,6/10/2019,7640.61
1003,6/11/2019,8020.38
1004,6/12/2019,7917.58
1005,6/13/2019,8173.06
1006,6/14/2019,8237.88
1007,6/15/2019,8693.6
1008,6/16/2019,8859.47
1009,6/17/2019,8978.99
1010,6/18/2019,9327.48
1011,6/19/2019,9076.18
1012,6/20/2019,9281.7
1013,6/21/2019,9531.35
1014,6/22/2019,10209.38
1015,6/23/2019,10668.63
1016,6/24/2019,10814.48
1017,6/25/2019,11017.5
1018,6/26/2019,11766.4
1019,6/27/2019,12932.55
1020,6/28/2019,11132.85
1021,6/29/2019,12374.35
1022,6/30/2019,11890.38
1023,7/1/2019,10737.73
1024,7/2/2019,10578.72
1025,7/3/2019,10805.4
1026,7/4/2019,11984.76
1027,7/5/2019,11160.49
1028,7/6/2019,10955.16
1029,7/7/2019,11232.04
1030,7/8/2019,11477.01
1031,7/9/2019,12313.08
1032,7/10/2019,12586.78
1033,7/11/2019,12099.9
1034,7/12/2019,11352.87
1035,7/13/2019,11803.97
1036,7/14/2019,11389.1
1037,7/15/2019,10186.96
1038,7/16/2019,10873.5
1039,7/17/2019,9397.72
1040,7/18/2019,9674.28
1041,7/19/2019,10638.56
1042,7/20/2019,10535.75
1043,7/21/2019,10764.9
1044,7/22/2019,10587.41
1045,7/23/2019,10323.62
1046,7/24/2019,9844.3
1047,7/25/2019,9772.17
1048,7/26/2019,9875.17
1049,7/27/2019,9848.65
1050,7/28/2019,9473.99
1051,7/29/2019,9530.0
1052,7/30/2019,9501.33
1053,7/31/2019,9589.13
1054,8/1/2019,10084.7
1055,8/2/2019,10407.17
1056,8/3/2019,10529.55
1057,8/4/2019,10814.57
1058,8/5/2019,10980.23
1059,8/6/2019,11787.99
1060,8/7/2019,11465.67
1061,8/8/2019,11960.82
1062,8/9/2019,11996.41
1063,8/10/2019,11856.64
1064,8/11/2019,11282.22
1065,8/12/2019,11566.84
1066,8/13/2019,11386.26
1067,8/14/2019,10858.12
1068,8/15/2019,10016.96
1069,8/16/2019,10302.17
1070,8/17/2019,10359.44
1071,8/18/2019,10214.52
1072,8/19/2019,10317.6
1073,8/20/2019,10917.26
1074,8/21/2019,10760.56
1075,8/22/2019,10129.4
1076,8/23/2019,10111.98
1077,8/24/2019,10405.81
1078,8/25/2019,10143.8
1079,8/26/2019,10135.06
1080,8/27/2019,10360.28
1081,8/28/2019,10171.95
1082,8/29/2019,9717.82
1083,8/30/2019,9484.55
1084,8/31/2019,9577.99
1085,9/1/2019,9600.9
1086,9/2/2019,9769.79
1087,9/3/2019,10386.64
1088,9/4/2019,10621.29
1089,9/5/2019,10584.16
1090,9/6/2019,10577.8
1091,9/7/2019,10317.47
1092,9/8/2019,10487.21
1093,9/9/2019,10406.31
1094,9/10/2019,10313.66
1095,9/11/2019,10101.03
1096,9/12/2019,10159.32
1097,9/13/2019,10420.16
1098,9/14/2019,10363.9
1099,9/15/2019,10361.33
1100,9/16/2019,10310.43
1101,9/17/2019,10265.63
1102,9/18/2019,10190.36
1103,9/19/2019,10157.59
1104,9/20/2019,10275.88
1105,9/21/2019,10173.11
1106,9/22/2019,9979.49
1107,9/23/2019,10033.05
1108,9/24/2019,9683.38
1109,9/25/2019,8553.61
1110,9/26/2019,8432.23
1111,9/27/2019,8055.64
1112,9/28/2019,8193.9
1113,9/29/2019,8225.0
1114,9/30/2019,8056.74
1115,10/1/2019,8307.74
1116,10/2/2019,8322.92
1117,10/3/2019,8382.03
1118,10/4/2019,8236.17
1119,10/5/2019,8155.48
1120,10/6/2019,8147.69
1121,10/7/2019,7869.74
1122,10/8/2019,8212.02
1123,10/9/2019,8190.0
1124,10/10/2019,8587.92
1125,10/11/2019,8586.9
1126,10/12/2019,8269.73
1127,10/13/2019,8308.01
1128,10/14/2019,8283.76
1129,10/15/2019,8353.54
1130,10/16/2019,8162.16
1131,10/17/2019,8002.51
1132,10/18/2019,8076.78
1133,10/19/2019,7954.15
1134,10/20/2019,7960.04
1135,10/21/2019,8231.06
1136,10/22/2019,8222.52
1137,10/23/2019,8026.76
1138,10/24/2019,7469.56
1139,10/25/2019,7431.88
1140,10/26/2019,8666.79
1141,10/27/2019,9259.8
1142,10/28/2019,9551.54
1143,10/29/2019,9218.76
1144,10/30/2019,9433.35
1145,10/31/2019,9164.62
1146,11/1/2019,9147.98
1147,11/2/2019,9252.99
1148,11/3/2019,9301.18
1149,11/4/2019,9206.16
1150,11/5/2019,9418.05
1151,11/6/2019,9310.19
1152,11/7/2019,9343.34
1153,11/8/2019,9204.24
1154,11/9/2019,8766.04
1155,11/10/2019,8809.41
1156,11/11/2019,9037.12
1157,11/12/2019,8717.81
1158,11/13/2019,8801.52
1159,11/14/2019,8762.42
1160,11/15/2019,8632.32
1161,11/16/2019,8457.69
1162,11/17/2019,8482.7
1163,11/18/2019,8503.93
1164,11/19/2019,8175.99
1165,11/20/2019,8120.8
1166,11/21/2019,8081.81
1167,11/22/2019,7617.07
1168,11/23/2019,7286.35
1169,11/24/2019,7324.03
1170,11/25/2019,6907.4
1171,11/26/2019,7130.25
1172,11/27/2019,7163.63
1173,11/28/2019,7523.83
1174,11/29/2019,7431.0
1175,11/30/2019,7757.47
1176,12/1/2019,7557.72
1177,12/2/2019,7402.69
1178,12/3/2019,7309.59
1179,12/4/2019,7296.77
1180,12/5/2019,7192.85
1181,12/6/2019,7395.97
1182,12/7/2019,7547.19
1183,12/8/2019,7504.83
1184,12/9/2019,7522.39
1185,12/10/2019,7337.42
1186,12/11/2019,7220.76
1187,12/12/2019,7202.31
1188,12/13/2019,7189.16
1189,12/14/2019,7251.87
1190,12/15/2019,7067.74
1191,12/16/2019,7111.14
1192,12/17/2019,6879.54
1193,12/18/2019,6612.12
1194,12/19/2019,7284.29
1195,12/20/2019,7150.86
1196,12/21/2019,7190.17
1197,12/22/2019,7143.2
1198,12/23/2019,7514.41
1199,12/24/2019,7322.08
1200,12/25/2019,7250.69
1201,12/26/2019,7192.72
1202,12/27/2019,7194.4
1203,12/28/2019,7243.93
1204,12/29/2019,7301.07
1205,12/30/2019,7385.36
1206,12/31/2019,7219.6
1207,1/1/2020,7168.31
1208,1/2/2020,7175.68
1209,1/3/2020,6944.33
1210,1/4/2020,7326.35
1211,1/5/2020,7347.89
1212,1/6/2020,7351.57
1213,1/7/2020,7759.24
1214,1/8/2020,8165.47
1215,1/9/2020,8042.65
1216,1/10/2020,7817.92
1217,1/11/2020,8184.66
1218,1/12/2020,8021.49
1219,1/13/2020,8173.97
1220,1/14/2020,8105.24
1221,1/15/2020,8842.42
1222,1/16/2020,8813.89
1223,1/17/2020,8722.03
1224,1/18/2020,8900.34
1225,1/19/2020,8910.85
1226,1/20/2020,8703.36
1227,1/21/2020,8626.47
1228,1/22/2020,8722.26
1229,1/23/2020,8658.94
1230,1/24/2020,8388.11
1231,1/25/2020,8428.17
1232,1/26/2020,8327.36
1233,1/27/2020,8588.42
1234,1/28/2020,8895.78
1235,1/29/2020,9385.69
1236,1/30/2020,9279.81
1237,1/31/2020,9502.37
1238,2/1/2020,9333.77
1239,2/2/2020,9378.09
1240,2/3/2020,9314.56
1241,2/4/2020,9162.14
1242,2/5/2020,9162.14
1243,2/6/2020,9614.9
1244,2/7/2020,9755.66
1245,2/8/2020,9807.54
1246,2/9/2020,9907.12
1247,2/10/2020,10162.41
1248,2/11/2020,9854.79
1249,2/12/2020,10275.38
1250,2/13/2020,10354.3
1251,2/14/2020,10242.43
1252,2/15/2020,10368.53
1253,2/16/2020,9904.17
1254,2/17/2020,9937.67
1255,2/18/2020,9703.93
1256,2/19/2020,10180.65
1257,2/20/2020,9604.72
1258,2/21/2020,9606.86
1259,2/22/2020,9696.58
1260,2/23/2020,9669.63
1261,2/24/2020,9989.39
1262,2/25/2020,9663.75
1263,2/26/2020,9309.15
1264,2/27/2020,8785.52
1265,2/28/2020,8804.72
1266,2/29/2020,8712.35
1267,3/1/2020,8534.17
1268,3/2/2020,8912.82
1269,3/3/2020,8912.82
1270,3/4/2020,8754.34
1271,3/5/2020,8758.9
1272,3/6/2020,9067.39
1273,3/7/2020,9155.89
1274,3/8/2020,8898.63
1275,3/9/2020,8039.38
1276,3/10/2020,7931.94
1277,3/11/2020,7885.46
1278,3/12/2020,7936.65
1279,3/13/2020,4830.21
1280,3/14/2020,5609.03
1281,3/15/2020,5166.26
1282,3/16/2020,5348.44
1283,3/17/2020,5026.35
1284,3/18/2020,5357.61
1285,3/19/2020,5410.23
1286,3/20/2020,6195.2
1287,3/21/2020,6226.44
1288,3/22/2020,6189.85
1289,3/23/2020,5822.62
1290,3/24/2020,6502.16
1291,3/25/2020,6768.49
1292,3/26/2020,6698.46
1293,3/27/2020,6763.75
1294,3/28/2020,6369.09
1295,3/29/2020,6260.95
1296,3/30/2020,5885.41
1297,3/31/2020,6405.29
1298,4/1/2020,6428.28
1299,4/2/2020,6652.87
1300,4/3/2020,6809.11
1301,4/4/2020,6741.67
1302,4/5/2020,6871.69
1303,4/6/2020,6777.44
1304,4/7/2020,7343.2
1305,4/8/2020,7205.55
1306,4/9/2020,7365.03
1307,4/10/2020,7293.69
1308,4/11/2020,6873.24
1309,4/12/2020,6891.6
1310,4/13/2020,6915.37
1311,4/14/2020,6857.66
1312,4/15/2020,6871.95
1313,4/16/2020,6623.8
1314,4/17/2020,7112.27
1315,4/18/2020,7034.89
1316,4/19/2020,7259.36
1317,4/20/2020,7130.04
1318,4/21/2020,6840.24
1319,4/22/2020,6852.52
1320,4/23/2020,7130.99
1321,4/24/2020,7477.6
1322,4/25/2020,7507.08
1323,4/26/2020,7549.52
1324,4/27/2020,7699.27
1325,4/28/2020,7790.66
1326,4/29/2020,7765.33
1327,4/30/2020,8777.63
1328,5/1/2020,8628.77
1329,5/2/2020,8824.66
1330,5/3/2020,8973.82
1331,5/4/2020,8903.95
1332,5/5/2020,8885.93
1333,5/6/2020,9030.96
1334,5/7/2020,9170.79
1335,5/8/2020,10002.48
1336,5/9/2020,9821.8
1337,5/10/2020,9527.39
1338,5/11/2020,8754.46
1339,5/12/2020,8617.25
1340,5/13/2020,8814.53
1341,5/14/2020,9305.93
1342,5/15/2020,9790.31
1343,5/16/2020,9303.59
1344,5/17/2020,9385.7
1345,5/18/2020,9669.4
1346,5/19/2020,9719.37
1347,5/20/2020,9785.74
1348,5/21/2020,9510.67
1349,5/22/2020,9057.57
1350,5/23/2020,9167.26
1351,5/24/2020,9178.32
1352,5/25/2020,8730.73
1353,5/26/2020,8899.66
1354,5/27/2020,8842.85
1355,5/28/2020,9197.54
1356,5/29/2020,9569.21
1357,5/30/2020,9425.98
1358,5/31/2020,9698.1
1359,6/1/2020,9450.84
1360,6/2/2020,10204.23
1361,6/3/2020,9525.57
1362,6/4/2020,9658.04
1363,6/5/2020,9794.56
1364,6/6/2020,9623.75
1365,6/7/2020,9670.43
1366,6/8/2020,9753.85
1367,6/9/2020,9782.59
1368,6/10/2020,9775.15
1369,6/11/2020,9892.13
1370,6/12/2020,9286.42
1371,6/13/2020,9459.97
1372,6/14/2020,9473.5
1373,6/15/2020,9330.07
1374,6/16/2020,9426.7
1375,6/17/2020,9526.0
1376,6/18/2020,9454.81
1377,6/19/2020,9380.03
1378,6/20/2020,9300.15
1379,6/21/2020,9357.43
1380,6/22/2020,9284.78
1381,6/23/2020,9691.9
1382,6/24/2020,9621.49
1383,6/25/2020,9276.58
1384,6/26/2020,9240.85
1385,6/27/2020,9154.45
1386,6/28/2020,9004.23
1387,6/29/2020,9127.47
1388,6/30/2020,9185.35
1389,7/1/2020,9133.97
1390,7/2/2020,9236.38
1391,7/3/2020,9087.98
1392,7/4/2020,9072.42
1393,7/5/2020,9131.31
1394,7/6/2020,9089.09
1395,7/7/2020,9348.91
1396,7/8/2020,9256.23
1397,7/9/2020,9440.07
1398,7/10/2020,9238.04
1399,7/11/2020,9287.4
1400,7/12/2020,9235.96
1401,7/13/2020,9295.9
1402,7/14/2020,9238.13
1403,7/15/2020,9254.52
1404,7/16/2020,9193.51
1405,7/17/2020,9131.0
1406,7/18/2020,9154.19
1407,7/19/2020,9174.71
1408,7/20/2020,9214.66
1409,7/21/2020,9163.87
1410,7/22/2020,9392.66
1411,7/23/2020,9537.4
1412,7/24/2020,9613.11
1413,7/25/2020,9551.28
1414,7/26/2020,9707.5
1415,7/27/2020,9938.83
1416,7/28/2020,11042.4
1417,7/29/2020,10934.94
1418,7/30/2020,11102.67
1419,7/31/2020,11114.93
1420,8/1/2020,11343.88
1421,8/2/2020,11823.69
1422,8/3/2020,11077.77
1423,8/4/2020,11242.57
1424,8/5/2020,11194.25
1425,8/6/2020,11750.28
1426,8/7/2020,11772.94
1427,8/8/2020,11605.6
1428,8/9/2020,11767.6
1429,8/10/2020,11684.06
1430,8/11/2020,11893.03
1431,8/12/2020,11392.43
1432,8/13/2020,11573.11
1433,8/14/2020,11777.43
1434,8/15/2020,11774.38
1435,8/16/2020,11873.98
1436,8/17/2020,11914.01
1437,8/18/2020,12293.72
1438,8/19/2020,11969.53
1439,8/20/2020,11734.0
1440,8/21/2020,11865.82
1441,8/22/2020,11522.8
1442,8/23/2020,11683.44
1443,8/24/2020,11653.02
1444,8/25/2020,11763.93
1445,8/26/2020,11337.4
1446,8/27/2020,11467.37
1447,8/28/2020,11302.01
1448,8/29/2020,11534.75
1449,8/30/2020,11481.64
1450,8/31/2020,11707.78
1451,9/1/2020,11659.57
1452,9/2/2020,11923.25
1453,9/3/2020,11397.44
1454,9/4/2020,10187.51
1455,9/5/2020,10467.89
1456,9/6/2020,10159.62
1457,9/7/2020,10254.93
1458,9/8/2020,10367.74
1459,9/9/2020,10121.52
1460,9/10/2020,10227.83
1461,9/11/2020,10352.66
1462,9/12/2020,10395.44
1463,9/13/2020,10446.44
1464,9/14/2020,10330.77
1465,9/15/2020,10674.64
1466,9/16/2020,10785.62
1467,9/17/2020,10948.43
1468,9/18/2020,10943.89
1469,9/19/2020,10931.79
1470,9/20/2020,11081.43
1471,9/21/2020,10919.65
1472,9/22/2020,10430.46
1473,9/23/2020,10532.22
1474,9/24/2020,10234.48
1475,9/25/2020,10732.43
1476,9/26/2020,10692.84
1477,9/27/2020,10732.4
1478,9/28/2020,10774.24
1479,9/29/2020,10692.33
1480,9/30/2020,10840.8
1481,10/1/2020,10777.92
1482,10/2/2020,10619.24
1483,10/3/2020,10575.06
1484,10/4/2020,10551.77
1485,10/5/2020,10673.46
1486,10/6/2020,10788.56
1487,10/7/2020,10603.74
1488,10/8/2020,10670.8
1489,10/9/2020,10923.3
1490,10/10/2020,11063.19
1491,10/11/2020,11302.67
1492,10/12/2020,11376.61
1493,10/13/2020,11540.04
1494,10/14/2020,11428.24
1495,10/15/2020,11431.32
1496,10/16/2020,11503.73
1497,10/17/2020,11327.57
1498,10/18/2020,11366.51
1499,10/19/2020,11508.2
1500,10/20/2020,11758.16
1501,10/21/2020,11925.46
1502,10/22/2020,12831.56
1503,10/23/2020,12990.25
1504,10/24/2020,12944.52
1505,10/25/2020,13128.46
1506,10/26/2020,13036.77
1507,10/27/2020,13076.37
1508,10/28/2020,13651.47
1509,10/29/2020,13289.0
1510,10/30/2020,13458.66
1511,10/31/2020,13564.72
1512,11/1/2020,13810.32
1513,11/2/2020,13758.88
1514,11/3/2020,13575.17
1515,11/4/2020,14023.31
1516,11/5/2020,14155.59
1517,11/6/2020,15591.39
1518,11/7/2020,15595.77
1519,11/8/2020,14839.84
1520,11/9/2020,15490.6
1521,11/10/2020,15328.53
1522,11/11/2020,15317.04
1523,11/12/2020,15708.65
1524,11/13/2020,16295.57
1525,11/14/2020,16339.33
1526,11/15/2020,16091.07
1527,11/16/2020,15968.16
1528,11/17/2020,16725.15
1529,11/18/2020,17679.72
1530,11/19/2020,17798.45
1531,11/20/2020,17820.57
1532,11/21/2020,18687.45
1533,11/22/2020,18699.75
1534,11/23/2020,18422.28
1535,11/24/2020,18398.91
1536,11/25/2020,19172.52
1537,11/26/2020,18739.8
1538,11/27/2020,17151.44
1539,11/28/2020,17138.87
1540,11/29/2020,17732.42
1541,11/30/2020,18191.6
1542,12/1/2020,19709.73
1543,12/2/2020,18792.52
1544,12/3/2020,19226.97
1545,12/4/2020,19454.54
1546,12/5/2020,18670.49
1547,12/6/2020,19155.06
1548,12/7/2020,19377.66
1549,12/8/2020,19181.41
1550,12/9/2020,18318.87
1551,12/10/2020,18554.15
1552,12/11/2020,18247.76
1553,12/12/2020,18029.36
1554,12/13/2020,18803.44
1555,12/14/2020,19164.48
1556,12/15/2020,19276.59
1557,12/16/2020,19439.75
1558,12/17/2020,21379.48
1559,12/18/2020,22847.46
1560,12/19/2020,23150.79
1561,12/20/2020,23869.92
1562,12/21/2020,23490.58
1563,12/22/2020,22745.48
1564,12/23/2020,23824.99
1565,12/24/2020,23253.37
1566,12/25/2020,23715.53
1567,12/26/2020,24693.58
1568,12/27/2020,26443.21
1569,12/28/2020,26246.58
1570,12/29/2020,27036.69
1571,12/30/2020,27376.37
1572,12/31/2020,28856.59
1573,1/1/2021,28982.56
1574,1/2/2021,29393.75
1575,1/3/2021,32195.46
1576,1/4/2021,33000.78
1577,1/5/2021,32035.03
1578,1/6/2021,34046.67
1579,1/7/2021,36860.41
1580,1/8/2021,39486.04
1581,1/9/2021,40670.25
1582,1/10/2021,40240.72
1583,1/11/2021,38240.09
1584,1/12/2021,35544.94
1585,1/13/2021,34011.82
1586,1/14/2021,37393.13
1587,1/15/2021,39158.47
1588,1/16/2021,36828.52
1589,1/17/2021,36065.2
1590,1/18/2021,35793.01
1591,1/19/2021,36632.35
1592,1/20/2021,36020.13
1593,1/21/2021,35538.98
1594,1/22/2021,30797.88
1595,1/23/2021,33002.38
1596,1/24/2021,32099.74
1597,1/25/2021,32276.84
1598,1/26/2021,32243.26
1599,1/27/2021,32541.8
1600,1/28/2021,30419.17
1601,1/29/2021,33403.17
1602,1/30/2021,34314.26
1603,1/31/2021,34318.1
1604,2/1/2021,33136.46
1605,2/2/2021,33522.9
1606,2/3/2021,35529.66
1607,2/4/2021,37676.25
1608,2/5/2021,37002.09
1609,2/6/2021,38278.61
1610,2/7/2021,39323.26
1611,2/8/2021,38928.1
1612,2/9/2021,46364.3
1613,2/10/2021,46589.58
1614,2/11/2021,44878.17
1615,2/12/2021,48013.38
1616,2/13/2021,47471.4
1617,2/14/2021,47185.19
1618,2/15/2021,48720.37
1619,2/16/2021,47951.85
1620,2/17/2021,49160.1
1621,2/18/2021,52118.23
1622,2/19/2021,51608.15
1623,2/20/2021,55916.5
1624,2/21/2021,56001.2
1625,2/22/2021,57487.86
1626,2/23/2021,54123.4
1627,2/24/2021,48880.43
1628,2/25/2021,50624.84
1629,2/26/2021,46800.42
1630,2/27/2021,46340.31
1631,2/28/2021,46155.87
1632,3/1/2021,45113.92
1633,3/2/2021,49618.43
1634,3/3/2021,48356.04
1635,3/4/2021,50477.7
1636,3/5/2021,48448.91
1637,3/6/2021,48861.38
1638,3/7/2021,48881.59
1639,3/8/2021,51169.7
1640,3/9/2021,52299.33
1641,3/10/2021,54881.52
1642,3/11/2021,55997.23
1643,3/12/2021,57764.0
1644,3/13/2021,57253.28
1645,3/14/2021,61258.73
1646,3/15/2021,59133.47
1647,3/16/2021,55754.72
1648,3/17/2021,56872.38
1649,3/18/2021,58913.0
1650,3/19/2021,57665.9
1651,3/20/2021,58075.1
1652,3/21/2021,58085.8
1653,3/22/2021,57411.17
1654,3/23/2021,54204.96
1655,3/24/2021,54477.46
1656,3/25/2021,52508.23
1657,3/26/2021,51415.92
1658,3/27/2021,55074.47
1659,3/28/2021,55863.93
1660,3/29/2021,55783.71
1661,3/30/2021,57627.67
1662,3/31/2021,58730.13
1663,4/1/2021,58735.25
1664,4/2/2021,58736.92
1665,4/3/2021,59031.32
1666,4/4/2021,57076.49
1667,4/5/2021,58206.55
1668,4/6/2021,59054.1
1669,4/7/2021,58020.46
1670,4/8/2021,55947.27
1671,4/9/2021,58048.59
1672,4/10/2021,58102.58
1673,4/11/2021,59774.0
1674,4/12/2021,59964.87
1675,4/13/2021,59834.74
1676,4/14/2021,63554.44
1677,4/15/2021,62969.12
1678,4/16/2021,63252.63
1679,4/17/2021,61455.98
1680,4/18/2021,60087.09
1681,4/19/2021,56251.48
1682,4/20/2021,55703.14
1683,4/21/2021,56507.91
1684,4/22/2021,53808.8
1685,4/23/2021,51731.71
1686,4/24/2021,51153.13
1687,4/25/2021,50110.53
1688,4/26/2021,49075.58
1689,4/27/2021,54056.64
1690,4/28/2021,55071.46
1691,4/29/2021,54884.1
1692,4/30/2021,53584.15
1693,5/1/2021,57796.62
1694,5/2/2021,57857.5
1695,5/3/2021,56610.46
1696,5/4/2021,57213.33
1697,5/5/2021,53241.72
1698,5/6/2021,57473.23
1699,5/7/2021,56428.16
1700,5/8/2021,57380.27
1701,5/9/2021,58928.81
1702,5/10/2021,58280.73
1703,5/11/2021,55883.5
1704,5/12/2021,56750.0
1705,5/13/2021,49007.09
1706,5/14/2021,49702.27
1707,5/15/2021,49922.52
1708,5/16/2021,46736.58
1709,5/17/2021,46441.64
1710,5/18/2021,43596.24
1711,5/19/2021,42912.19
1712,5/20/2021,36964.27
1713,5/21/2021,40784.32
1714,5/22/2021,37280.35
1715,5/23/2021,37528.3
1716,5/24/2021,34754.54
1717,5/25/2021,38728.59
1718,5/26/2021,38410.5
1719,5/27/2021,39266.04
1720,5/28/2021,38445.29
1721,5/29/2021,35689.62
1722,5/30/2021,34647.67
1723,5/31/2021,35684.59
1724,6/1/2021,37310.54
1725,6/2/2021,36662.64
1726,6/3/2021,37585.24
1727,6/4/2021,39188.59
1728,6/5/2021,36885.51
1729,6/6/2021,35530.38
1730,6/7/2021,35816.17
1731,6/8/2021,33514.87
1732,6/9/2021,33450.19
1733,6/10/2021,37338.36
1734,6/11/2021,36704.57
1735,6/12/2021,37313.18
1736,6/13/2021,35494.9
1737,6/14/2021,39066.82
1738,6/15/2021,40525.8
1739,6/16/2021,40188.56
1740,6/17/2021,38324.87
1741,6/18/2021,38068.04
1742,6/19/2021,35729.82
1743,6/20/2021,35524.17
1744,6/21/2021,35592.35
1745,6/22/2021,31686.55
1746,6/23/2021,32447.59
1747,6/24/2021,33674.66
1748,6/25/2021,34639.38
1749,6/26/2021,31640.58
1750,6/27/2021,32160.91
1751,6/28/2021,34644.45
1752,6/29/2021,34456.67
1753,6/30/2021,35847.7
1754,7/1/2021,35047.36
1755,7/2/2021,33536.88
1756,7/3/2021,33856.86
1757,7/4/2021,34688.98
1758,7/5/2021,35309.3
1759,7/6/2021,33747.97
1760,7/7/2021,34211.01
1761,7/8/2021,33839.04
1762,7/9/2021,32877.41
1763,7/10/2021,33818.52
1764,7/11/2021,33515.57
1765,7/12/2021,34227.64
1766,7/13/2021,33158.25
1767,7/14/2021,32686.56
1768,7/15/2021,32814.61
1769,7/16/2021,31738.59
1770,7/17/2021,31421.25
1771,7/18/2021,31520.66
1772,7/19/2021,31783.49
1773,7/20/2021,30815.94
1774,7/21/2021,29790.24
1775,7/22/2021,32118.06
1776,7/23/2021,32297.89
1777,7/24/2021,33581.63
1778,7/25/2021,34279.34
1779,7/26/2021,35365.2
1780,7/27/2021,37318.14
1781,7/28/2021,39405.95
1782,7/29/2021,40002.53
1783,7/30/2021,40005.93
1784,7/31/2021,42214.15
1785,8/1/2021,41659.06
1786,8/2/2021,40000.46
1787,8/3/2021,39193.94
1788,8/4/2021,38138.0
1789,8/5/2021,39750.14
1790,8/6/2021,40882.0
1791,8/7/2021,42825.95
1792,8/8/2021,44634.13
1793,8/9/2021,43816.14
1794,8/10/2021,46333.46
1795,8/11/2021,45608.37
1796,8/12/2021,45611.46
1797,8/13/2021,44417.78
1798,8/14/2021,47833.98
1799,8/15/2021,47112.19
1800,8/16/2021,47056.41
1801,8/17/2021,45982.55
1802,8/18/2021,44648.57
1803,8/19/2021,44777.86
1804,8/20/2021,46734.65
1805,8/21/2021,49327.75
1806,8/22/2021,48932.02
1807,8/23/2021,49335.68
1808,8/24/2021,49523.5
1809,8/25/2021,47744.58
1810,8/26/2021,48972.09
1811,8/27/2021,46962.8
1812,8/28/2021,49056.86
1813,8/29/2021,48897.65
1814,8/30/2021,48806.78
1815,8/31/2021,47074.77
1816,9/1/2021,47155.87
1817,9/2/2021,48862.76
1818,9/3/2021,49329.01
1819,9/4/2021,50035.33
1820,9/5/2021,49947.38
1821,9/6/2021,51769.06
1822,9/7/2021,52677.4
1823,9/8/2021,46809.17
1824,9/9/2021,46078.38
1825,9/10/2021,46368.69
