number,Date,USD (PM)
1005,9/2/2020,1947.05
1006,9/3/2020,1940.45
1007,9/4/2020,1926.3
1008,9/7/2020,1928.45
1009,9/8/2020,1910.95
1010,9/9/2020,1947.2
1011,9/10/2020,1966.25
1012,9/11/2020,1947.4
1013,9/14/2020,1958.7
1014,9/15/2020,1949.35
1015,9/16/2020,1961.8
1016,9/17/2020,1936.25
1017,9/18/2020,1950.85
1018,9/21/2020,1909.35
1019,9/22/2020,1906.0
1020,9/23/2020,1873.4
1021,9/24/2020,1861.75
1022,9/25/2020,1859.7
1023,9/28/2020,1864.3
1024,9/29/2020,1883.95
1025,9/30/2020,1886.9
1026,10/1/2020,1902.0
1027,10/2/2020,1903.05
1028,10/5/2020,1909.6
1029,10/6/2020,1913.4
1030,10/7/2020,1884.5
1031,10/8/2020,1887.45
1032,10/9/2020,1923.25
1033,10/12/2020,1925.5
1034,10/13/2020,1891.3
1035,10/14/2020,1910.05
1036,10/15/2020,1891.9
1037,10/16/2020,1905.05
1038,10/19/2020,1905.6
1039,10/20/2020,1898.4
1040,10/21/2020,1924.15
1041,10/22/2020,1900.95
1042,10/23/2020,1903.65
1043,10/26/2020,1898.45
1044,10/27/2020,1905.7
1045,10/28/2020,1869.95
1046,10/29/2020,1870.3
1047,10/30/2020,1881.85
1048,11/2/2020,1889.9
1049,11/3/2020,1908.3
1050,11/4/2020,1900.15
1051,11/5/2020,1938.45
1052,11/6/2020,1940.8
1053,11/9/2020,1867.3
1054,11/10/2020,1878.7
1055,11/11/2020,1860.95
1056,11/12/2020,1874.85
1057,11/13/2020,1890.9
1058,11/16/2020,1885.6
1059,11/17/2020,1889.05
1060,11/18/2020,1876.1
1061,11/19/2020,1857.35
1062,11/20/2020,1875.7
1063,11/23/2020,1840.2
1064,11/24/2020,1799.6
1065,11/25/2020,1810.2
1066,11/26/2020,1807.4
1067,11/27/2020,1779.3
1068,11/30/2020,1762.55
1069,12/1/2020,1810.75
1070,12/2/2020,1822.6
1071,12/3/2020,1832.35
1072,12/4/2020,1843.0
1073,12/7/2020,1859.95
1074,12/8/2020,1868.15
1075,12/9/2020,1841.75
1076,12/10/2020,1844.35
1077,12/11/2020,1842.0
1078,12/14/2020,1831.15
1079,12/15/2020,1850.65
1080,12/16/2020,1851.95
1081,12/17/2020,1890.75
1082,12/18/2020,1879.75
1083,12/21/2020,1880.0
1084,12/22/2020,1877.1
1085,12/23/2020,1875.0
1087,12/29/2020,1874.3
1088,12/30/2020,1887.6
1090,1/4/2021,1943.2
1091,1/5/2021,1940.35
1092,1/6/2021,1931.95
1093,1/7/2021,1920.1
1094,1/8/2021,1862.9
1095,1/11/2021,1847.25
1096,1/12/2021,1841.25
1097,1/13/2021,1858.85
1098,1/14/2021,1841.75
1099,1/15/2021,1839.0
1100,1/18/2021,1833.05
1101,1/19/2021,1834.7
1102,1/20/2021,1856.6
1103,1/21/2021,1862.1
1104,1/22/2021,1852.7
1105,1/25/2021,1856.85
1106,1/26/2021,1856.6
1107,1/27/2021,1843.0
1108,1/28/2021,1853.7
1109,1/29/2021,1863.8
1110,2/1/2021,1862.95
1111,2/2/2021,1833.1
1112,2/3/2021,1835.45
1113,2/4/2021,1785.9
1114,2/5/2021,1802.95
1115,2/8/2021,1835.25
1116,2/9/2021,1839.6
1117,2/10/2021,1842.65
1118,2/11/2021,1840.1
1119,2/12/2021,1816.35
1120,2/15/2021,1817.3
1121,2/16/2021,1794.25
1122,2/17/2021,1780.7
1123,2/18/2021,1773.15
1124,2/19/2021,1786.2
1125,2/22/2021,1807.45
1126,2/23/2021,1799.65
1127,2/24/2021,1788.0
1128,2/25/2021,1779.65
1129,2/26/2021,1742.85
1130,3/1/2021,1734.15
1131,3/2/2021,1723.85
1132,3/3/2021,1711.4
1133,3/4/2021,1712.1
1134,3/5/2021,1696.25
1135,3/8/2021,1687.05
1136,3/9/2021,1716.9
1137,3/10/2021,1716.2
1138,3/11/2021,1724.25
1139,3/12/2021,1704.8
1140,3/15/2021,1723.65
1141,3/16/2021,1735.0
1142,3/17/2021,1729.65
1143,3/18/2021,1725.9
1144,3/19/2021,1735.2
1145,3/22/2021,1736.15
1146,3/23/2021,1726.2
1147,3/24/2021,1730.5
1148,3/25/2021,1737.3
1149,3/26/2021,1731.8
1150,3/29/2021,1705.95
1151,3/30/2021,1683.95
1152,3/31/2021,1691.05
1153,4/1/2021,1726.05
1154,4/6/2021,1744.65
1155,4/7/2021,1738.05
1156,4/8/2021,1755.5
1157,4/9/2021,1741.2
1158,4/12/2021,1732.85
1159,4/13/2021,1747.95
1160,4/14/2021,1735.55
1161,4/15/2021,1757.2
1162,4/16/2021,1774.45
1163,4/19/2021,1774.5
1164,4/20/2021,1777.85
1165,4/21/2021,1798.2
1166,4/22/2021,1787.75
1167,4/23/2021,1781.8
1168,4/26/2021,1773.35
1169,4/27/2021,1784.15
1170,4/28/2021,1772.2
1171,4/29/2021,1762.65
1172,4/30/2021,1767.65
1173,5/4/2021,1797.75
1174,5/5/2021,1782.25
1175,5/6/2021,1813.15
1176,5/7/2021,1836.55
1177,5/10/2021,1840.45
1178,5/11/2021,1829.1
1179,5/12/2021,1830.7
1180,5/13/2021,1821.8
1181,5/14/2021,1838.1
1182,5/17/2021,1853.7
1183,5/18/2021,1866.75
1184,5/19/2021,1888.45
1185,5/20/2021,1878.3
1186,5/21/2021,1875.9
1187,5/24/2021,1880.15
1188,5/25/2021,1887.0
1189,5/26/2021,1899.75
1190,5/27/2021,1891.45
1191,5/28/2021,1899.95
1192,6/1/2021,1899.35
1193,6/2/2021,1902.75
1194,6/3/2021,1866.55
1195,6/4/2021,1890.6
1196,6/7/2021,1888.4
1197,6/8/2021,1893.15
1198,6/9/2021,1894.6
1199,6/10/2021,1888.65
1200,6/11/2021,1881.05
1201,6/14/2021,1865.6
1202,6/15/2021,1865.1
1203,6/16/2021,1860.75
1204,6/17/2021,1778.7
1205,6/18/2021,1773.1
1206,6/21/2021,1775.05
1207,6/22/2021,1775.05
1208,6/23/2021,1791.6
1209,6/24/2021,1784.85
1210,6/25/2021,1786.65
1211,6/28/2021,1780.3
1212,6/29/2021,1755.45
1213,6/30/2021,1763.15
1214,7/1/2021,1781.5
1215,7/2/2021,1786.15
1216,7/5/2021,1791.35
1217,7/6/2021,1809.85
1218,7/7/2021,1804.65
1219,7/8/2021,1807.7
1220,7/9/2021,1806.0
1221,7/12/2021,1792.4
1222,7/13/2021,1813.85
1223,7/14/2021,1823.2
1224,7/15/2021,1823.75
1225,7/16/2021,1824.3
1226,7/19/2021,1814.9
1227,7/20/2021,1823.05
1228,7/21/2021,1802.15
1229,7/22/2021,1799.45
1230,7/23/2021,1799.6
1231,7/26/2021,1800.2
1232,7/27/2021,1800.35
1233,7/28/2021,1796.6
1234,7/29/2021,1829.3
1235,7/30/2021,1825.75
1236,8/2/2021,1811.45
1237,8/3/2021,1812.65
1238,8/4/2021,1829.1
1239,8/5/2021,1800.75
1240,8/6/2021,1762.9
1241,8/9/2021,1738.85
1242,8/10/2021,1723.35
1243,8/11/2021,1743.6
1244,8/12/2021,1747.4
1245,8/13/2021,1773.85
1246,8/16/2021,1786.35
1247,8/17/2021,1789.45
1248,8/18/2021,1783.45
1249,8/19/2021,1782.05
1250,8/20/2021,1779.05
1251,8/23/2021,1802.0
1252,8/24/2021,1808.45
1253,8/25/2021,1788.7
1254,8/26/2021,1786.6
1255,8/27/2021,1798.5
1256,8/31/2021,1814.85
1257,9/1/2021,1811.8
1258,9/2/2021,1812.55
1259,9/3/2021,1823.7
1260,9/6/2021,1821.6
1261,9/7/2021,1802.15
1262,9/8/2021,1786.0
1263,9/9/2021,1788.25
1264,9/10/2021,1794.6
